sample_id	r1_source	r2_source	r1_md5_expected	r2_md5_expected	sample_type	include_qc	include_biological_analysis	diet_code	diet_label	hydrolysate_percent	fishmeal_percent	timepoint_day	tank	fish	group	r1_size_bytes	r2_size_bytes	r1_symlink	r2_symlink
Y3.5t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t7/Y3.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t7/Y3.5t7.raw_2.fastq.gz	c6cf5d7c0372525604aaa9f4fe3ced34	63c0e4d103d095aa472aaf7d5945a8c9	Intestine	yes	yes	Y	fishmeal_free	0	0	7	3	5	Y.t7	3894958	3897539	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t7/Y3.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t7/Y3.5t7.raw_2.fastq.gz
Y3.5t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t90/Y3.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t90/Y3.5t90.raw_2.fastq.gz	6ef3d76d18b8bd0e848ab6a5fa471080	8bede7615328b1f6b17703d029096e68	Intestine	yes	yes	Y	fishmeal_free	0	0	90	3	5	Y.t90	2998114	2873507	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t90/Y3.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t90/Y3.5t90.raw_2.fastq.gz
Z1.1t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t30/Z1.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t30/Z1.1t30.raw_2.fastq.gz	2518fdb3ec18c6e2822383c3b7053689	9f4e4c9e937c464fe6eb08c187fcb1ff	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	1	1	Z.t30	3423146	3137918	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t30/Z1.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t30/Z1.1t30.raw_2.fastq.gz
Z1.1t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t7/Z1.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t7/Z1.1t7.raw_2.fastq.gz	18fab217a2d6dd8d0dc77ab0883979ca	10c53af926c17615aa1f90c0a23b0d2f	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	1	1	Z.t7	3290068	3251308	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t7/Z1.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t7/Z1.1t7.raw_2.fastq.gz
Z1.1t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t90/Z1.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t90/Z1.1t90.raw_2.fastq.gz	a7898fbb9eb77d20a38695af689516af	314e3870afc3be55189b171c13aba40e	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	1	1	Z.t90	2865668	2768611	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t90/Z1.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t90/Z1.1t90.raw_2.fastq.gz
Z1.2t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t30/Z1.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t30/Z1.2t30.raw_2.fastq.gz	495fbe8834a48a462edc1571267cead6	8608584a452900c3ed1b1c4bc7ab62a9	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	1	2	Z.t30	3744661	3823912	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t30/Z1.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t30/Z1.2t30.raw_2.fastq.gz
Z1.2t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t7/Z1.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t7/Z1.2t7.raw_2.fastq.gz	5ee94159503abeafa0497c8e45d5f6b5	26e5e68d2983680f85f93ce8f9d2f7a4	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	1	2	Z.t7	3430782	3301280	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t7/Z1.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t7/Z1.2t7.raw_2.fastq.gz
Z1.2t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t90/Z1.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t90/Z1.2t90.raw_2.fastq.gz	c4dfb7ddc6862fb2c126b48c50b067c8	0ddc921389801d178aa03257dab6b565	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	1	2	Z.t90	3355493	2979319	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t90/Z1.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t90/Z1.2t90.raw_2.fastq.gz
Z1.3t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t30/Z1.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t30/Z1.3t30.raw_2.fastq.gz	d0f6791940c222961e87af920703709e	c0f75c296c295df909ab8ac25c71025e	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	1	3	Z.t30	3001051	2703170	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t30/Z1.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t30/Z1.3t30.raw_2.fastq.gz
Z1.3t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t7/Z1.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t7/Z1.3t7.raw_2.fastq.gz	e2dd649132bb66c2d78851525438a6ce	b7f7eb2aff3f8aadeb2e1d0b96f4053a	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	1	3	Z.t7	3211467	3221063	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t7/Z1.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t7/Z1.3t7.raw_2.fastq.gz
Z1.3t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t90/Z1.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t90/Z1.3t90.raw_2.fastq.gz	ff056beed8369d9ac3b282947c29d149	c5e88104cff04db43279090786ef059b	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	1	3	Z.t90	3136840	2700793	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t90/Z1.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t90/Z1.3t90.raw_2.fastq.gz
Z1.4t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t30/Z1.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t30/Z1.4t30.raw_2.fastq.gz	861f71fcee9dc40823ac47fe178c210f	ab8e028fdeecd7040b9a42ef2084508c	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	1	4	Z.t30	3001468	2879483	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t30/Z1.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t30/Z1.4t30.raw_2.fastq.gz
Z1.4t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t7/Z1.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t7/Z1.4t7.raw_2.fastq.gz	166fe7f4b3182f9a422580d4e01a10f3	6904569f3eab4800e88070fba86bd4af	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	1	4	Z.t7	3061947	3032204	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t7/Z1.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t7/Z1.4t7.raw_2.fastq.gz
Z1.4t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t90/Z1.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t90/Z1.4t90.raw_2.fastq.gz	6e2049b164a7c6f9aa8941084d3e67f0	69028185a3baa49a841adb18699542cc	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	1	4	Z.t90	3309917	2945150	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t90/Z1.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t90/Z1.4t90.raw_2.fastq.gz
Z1.5t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.5t30/Z1.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.5t30/Z1.5t30.raw_2.fastq.gz	c44805608036cfbe70075c89e26cc912	b3293f7331d877b47a1b15c04687277d	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	1	5	Z.t30	3800697	3639341	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.5t30/Z1.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.5t30/Z1.5t30.raw_2.fastq.gz
Z1.5t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.5t7/Z1.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.5t7/Z1.5t7.raw_2.fastq.gz	9b3c3814b541692a4425fdeab6a757e5	54aaf96250baeb6a98fe1babb87c0b83	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	1	5	Z.t7	2835062	2800811	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.5t7/Z1.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.5t7/Z1.5t7.raw_2.fastq.gz
Z2.1t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.1t7/Z2.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.1t7/Z2.1t7.raw_2.fastq.gz	eb3c7cc12636b3d1476d8253436bb4a2	7ae9b3fe050a524e85ca7e834cfd0321	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	2	1	Z.t7	3850213	3958359	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.1t7/Z2.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.1t7/Z2.1t7.raw_2.fastq.gz
Z2.1t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.1t90/Z2.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.1t90/Z2.1t90.raw_2.fastq.gz	b1992b4568388139a313673e69aaf832	0f3b069e43e9e02a425623e694084a33	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	2	1	Z.t90	3480136	3028508	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.1t90/Z2.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.1t90/Z2.1t90.raw_2.fastq.gz
Z2.2t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.2t30/Z2.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.2t30/Z2.2t30.raw_2.fastq.gz	f15a69becd0bf47bd4cbd04aaeff2d51	b37eeabe760d23946bb81a14a8eace0c	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	2	2	Z.t30	3642260	3202403	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.2t30/Z2.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.2t30/Z2.2t30.raw_2.fastq.gz
Z2.2t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.2t7/Z2.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.2t7/Z2.2t7.raw_2.fastq.gz	69e6c12bc16ac072e2e53f6d448f9cf1	fa46df65a27621e418e15a80edd6b7d7	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	2	2	Z.t7	3616155	3553567	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.2t7/Z2.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.2t7/Z2.2t7.raw_2.fastq.gz
Z2.2t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.2t90/Z2.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.2t90/Z2.2t90.raw_2.fastq.gz	d3da80942839164eff8e6d0609499b7f	62e6af6ad634c0ed6bd6946a15dafbbb	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	2	2	Z.t90	3377033	3100185	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.2t90/Z2.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.2t90/Z2.2t90.raw_2.fastq.gz
Z2.3t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.3t30/Z2.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.3t30/Z2.3t30.raw_2.fastq.gz	ddd96908c5ab79231273160995781104	941547ebd22147dae33ecf4539958320	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	2	3	Z.t30	3001631	2945467	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.3t30/Z2.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.3t30/Z2.3t30.raw_2.fastq.gz
Z2.3t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.3t7/Z2.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.3t7/Z2.3t7.raw_2.fastq.gz	693871d9dfd65616deedf59ac698c88b	3afc80aaf31065a94cfb2b1bda2b6b40	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	2	3	Z.t7	3726583	3526720	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.3t7/Z2.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.3t7/Z2.3t7.raw_2.fastq.gz
Z2.3t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.3t90/Z2.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.3t90/Z2.3t90.raw_2.fastq.gz	465f40c2268edf632ed4ce2153151ae1	63428d236cb99e1172823fdae8b836de	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	2	3	Z.t90	3225328	2844195	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.3t90/Z2.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.3t90/Z2.3t90.raw_2.fastq.gz
Z2.4t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.4t30/Z2.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.4t30/Z2.4t30.raw_2.fastq.gz	fad2aef9d9eeb7404330315ba8756cf4	e7213b627b27cc077f6ec34fbca6647b	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	2	4	Z.t30	3112634	3078136	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.4t30/Z2.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.4t30/Z2.4t30.raw_2.fastq.gz
Z2.4t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.4t7/Z2.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.4t7/Z2.4t7.raw_2.fastq.gz	e0f7013b597e2ce25236d1413341e61b	1beb001a008390b7dbb0b2e30de6bbd3	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	2	4	Z.t7	3504741	3670793	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.4t7/Z2.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.4t7/Z2.4t7.raw_2.fastq.gz
Z2.4t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.4t90/Z2.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.4t90/Z2.4t90.raw_2.fastq.gz	8b7d11a7cf8f04c396d905b2efb4c4a7	77eccbb81fafa457fb060368aed2ee3b	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	2	4	Z.t90	2814393	2764673	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.4t90/Z2.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.4t90/Z2.4t90.raw_2.fastq.gz
Z2.5t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.5t30/Z2.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.5t30/Z2.5t30.raw_2.fastq.gz	45dc57f711f1a4c37cf8fcf6c433f123	00ab828197ce5985ffed8e5cbfaa4f29	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	2	5	Z.t30	2964886	2819138	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.5t30/Z2.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.5t30/Z2.5t30.raw_2.fastq.gz
Z2.5t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.5t7/Z2.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.5t7/Z2.5t7.raw_2.fastq.gz	a52a3b6725817f94cf1c3dd44bac86df	0238737cd5940a946b44f6234ec47a23	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	2	5	Z.t7	2868796	2928012	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.5t7/Z2.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.5t7/Z2.5t7.raw_2.fastq.gz
Z2.5t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.5t90/Z2.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z2.5t90/Z2.5t90.raw_2.fastq.gz	b85bb88dfc5172d2cc68ab8f5ac9f79c	595686b6f780ab2294dda326339b81f4	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	2	5	Z.t90	3782810	3296806	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.5t90/Z2.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z2.5t90/Z2.5t90.raw_2.fastq.gz
Z3	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3/Z3.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3/Z3.raw_2.fastq.gz	ea895a236b75cb9325c08cafb9b91264	f8508d5d01532c4104af2aa3de092b2a	Feed	yes	no	Z	blue_whiting_hydrolysate_30_feed	30	0	NA	3	NA	Z.Feed	3699040	3846327	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3/Z3.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3/Z3.raw_2.fastq.gz
Z3.1t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.1t30/Z3.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.1t30/Z3.1t30.raw_2.fastq.gz	b72db8193c42eeb5f05114cd258a39b8	62b41db7c8dafac34086f101eea24e5d	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	3	1	Z.t30	3545585	3190021	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.1t30/Z3.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.1t30/Z3.1t30.raw_2.fastq.gz
Z3.1t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.1t7/Z3.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.1t7/Z3.1t7.raw_2.fastq.gz	5eb3653442a59e835f6ba0b26c928cb6	b74269dd77d4587d7f79bcf172fd75c7	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	3	1	Z.t7	4079052	4357654	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.1t7/Z3.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.1t7/Z3.1t7.raw_2.fastq.gz
Z3.1t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.1t90/Z3.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.1t90/Z3.1t90.raw_2.fastq.gz	09d95574b8c359a048bbf66dc8301a6b	377aff412a0d1bae4df84d280f6c7ace	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	3	1	Z.t90	3224978	3326316	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.1t90/Z3.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.1t90/Z3.1t90.raw_2.fastq.gz
Z3.2t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.2t30/Z3.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.2t30/Z3.2t30.raw_2.fastq.gz	72f70b7be1e8f6c6a00176929d9c52e2	9ece1d38d1fd898653b51b260a53825f	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	30	3	2	Z.t30	3058458	2980493	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.2t30/Z3.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.2t30/Z3.2t30.raw_2.fastq.gz
Z3.2t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.2t7/Z3.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.2t7/Z3.2t7.raw_2.fastq.gz	c939d1309cebfb53c045102d328a084c	565367bdbba46b855a6a9d33fa8b55d7	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	7	3	2	Z.t7	3085312	2922285	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.2t7/Z3.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.2t7/Z3.2t7.raw_2.fastq.gz
Z3.2t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.2t90/Z3.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z3.2t90/Z3.2t90.raw_2.fastq.gz	7d0c696f6f7174a454e8d4e548ec22e9	7b71fd59ea4bf463388dabd2df32f527	Intestine	yes	yes	Z	blue_whiting_hydrolysate_30	30	0	90	3	2	Z.t90	3172942	2719849	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.2t90/Z3.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z3.2t90/Z3.2t90.raw_2.fastq.gz
