asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	Species_addSpecies
ASV07934	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA	NA
ASV01214	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA	NA
ASV05378	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA	NA
ASV03789	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV09035	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	NA	NA	NA
ASV04770	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA	NA
ASV03615	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA	marina
ASV04590	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pikeienuella	NA	NA
ASV06282	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Ruegeria	NA	atlantica
ASV01469	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Ruegeria	NA	NA
ASV04464	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Ruegeria	NA	arenilitoris/atlantica/conchae/lacuscaerulensis
ASV09576	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	KF-JG30-B3	NA	NA	NA
ASV14547	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amaricoccus	NA	NA
ASV12133	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA	NA
ASV11995	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax	NA	NA
ASV01248	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	NA
ASV09893	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	NA
ASV08425	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	NA
ASV04243	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	NA
ASV08517	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	NA
ASV08980	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA	NA	NA
ASV04826	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA	NA	NA
ASV12252	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	NA	NA
ASV10329	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	NA	NA
ASV06198	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	NA	NA
ASV09557	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	NA	NA
ASV05806	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV01373	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV04335	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV01121	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV03439	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV01955	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV04019	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV02909	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV11841	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV01130	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA	NA
ASV05159	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA	NA
ASV04687	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA	NA
ASV07652	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA	NA
ASV08836	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	NA
ASV11223	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	NA
ASV01016	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV11515	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV07265	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV09823	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV02744	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV14551	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV04976	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV05145	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV01735	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV06126	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV08569	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05144	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV09505	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV02809	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05162	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV03013	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV06237	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV04649	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV04587	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV10048	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05332	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV12557	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05138	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV12819	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV03891	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV07468	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV13063	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV08208	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV11244	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV12316	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV14173	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV02214	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV02965	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV03590	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV04961	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV01816	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV00789	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV04839	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV06875	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV14548	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05567	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV04808	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV01521	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV07918	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05103	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05158	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV05305	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA	NA
ASV09522	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV03011	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV06018	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV02496	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV07672	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV12859	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV13631	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV05612	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA	NA
ASV10463	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	NA	NA
ASV04622	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	NA	NA	NA	NA
ASV03517	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA	NA
ASV09495	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA	NA
ASV12097	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA	NA
ASV11760	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	NA
ASV01651	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05499	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV14628	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV07662	Bacteria	Cyanobacteriota	Cyanobacteriia	NA	NA	NA	NA	NA
ASV02313	Bacteria	Cyanobacteriota	Cyanobacteriia	NA	NA	NA	NA	NA
ASV12507	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05807	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02103	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV09762	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03247	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV09498	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA	NA
ASV05051	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	NA	NA	NA	NA
ASV07565	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	NA
ASV08487	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	marinus	marinus
ASV09421	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA	NA
ASV05529	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA	NA
ASV07995	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA	NA
ASV05894	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA	NA
ASV07583	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA	NA
ASV06214	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA	NA
ASV06578	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA	NA
ASV06480	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	NA	NA
ASV05996	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA	NA
ASV09410	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA	NA
ASV04380	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA	NA
ASV14259	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV06868	Bacteria	Cyanobacteriota	Sericytochromatia	NA	NA	NA	NA	NA
ASV06955	Bacteria	Cyanobacteriota	Sericytochromatia	NA	NA	NA	NA	NA
ASV09355	Bacteria	Cyanobacteriota	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya ANT.L52.2	NA	NA
ASV13293	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella	NA	NA
ASV06021	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV04074	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	NA	NA
ASV08289	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	NA	NA	NA
ASV07728	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	NA	NA	NA
ASV07059	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	NA	NA	NA
ASV08152	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix PCC-6303	NA	NA
ASV00745	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Cylindrospermum PCC-7417	NA	NA
ASV13584	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV04863	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	NA	NA	NA
ASV03524	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV04148	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08952	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02329	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08677	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00126	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00144	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08092	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02230	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02917	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV07410	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV09941	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00575	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08393	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02188	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV14580	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA	NA
ASV14511	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Mesorhizobium	NA	NA
ASV01363	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00415	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV04556	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02998	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03062	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05534	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV06101	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02279	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08174	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV01148	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00125	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV09987	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV11769	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV10080	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium	NA	NA
ASV11429	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV11216	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	NA
ASV13497	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05902	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03631	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08132	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00065	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02748	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02455	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV12431	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	NA
ASV08585	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02366	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV01001	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05290	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00087	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02232	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV07585	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV07598	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02278	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV04548	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV06015	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03446	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00856	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05495	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00643	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV14340	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02618	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00329	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05508	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03752	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00220	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03716	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02501	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV01980	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05898	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium	NA	NA
ASV05587	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV00026	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03501	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03624	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV14268	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV13836	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV03246	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV01421	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02697	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02102	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02698	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03802	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV14014	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA	NA	NA
ASV05809	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV02026	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV04018	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV11976	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV14475	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV01254	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV06039	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV09928	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA	NA
ASV01981	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV12047	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
ASV12501	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	NA	NA
ASV05427	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA	NA
ASV02394	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA	NA
ASV06574	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA	NA
ASV13707	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA	NA
ASV10802	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV04696	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03440	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV11696	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA	NA
ASV05557	Bacteria	Cyanobacteriota	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix	NA	NA
ASV02553	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08876	Bacteria	Cyanobacteriota	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya FYG	NA	NA
ASV02330	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08221	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV05945	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV10355	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV06951	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV01420	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV03912	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA	NA
ASV08848	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA	NA	NA
ASV00771	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA	NA	NA
ASV01757	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA	NA	NA
ASV08972	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA	NA
ASV05791	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	NA
