"removal_step","Kingdom","Phylum","Class","Order","Family","Genus","asvs","raw_reads"
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",,65,971
"prevalence_filter","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",,42,956
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",,23,954
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84",,28,944
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",15,892
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",,27,887
"prevalence_filter","Bacteria","Bacillota","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",13,872
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",,,44,866
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Streptomyces",33,788
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria",,,,41,777
"prevalence_filter","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",28,771
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia",8,760
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",,21,759
"prevalence_filter","Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,7,757
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",26,755
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",10,743
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group",46,728
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor",38,710
"prevalence_filter","Bacteria","Chloroflexota","TK10",,,,18,709
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Roseiarcus",8,703
"prevalence_filter","Bacteria","Bacillota","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",39,702
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2",,,21,699
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria",,,,27,677
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales",,,21,669
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",22,666
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Candidatus Hamiltonella",25,655
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",20,640
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",,28,632
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",12,626
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group",26,621
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",21,611
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",23,609
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",24,598
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",23,597
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",,28,597
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",,19,592
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales",,,48,582
"prevalence_filter","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",,19,565
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Polyangiaceae","Pajaroellobacter",16,540
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",35,539
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",2,526
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus",5,523
"prevalence_filter","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",,22,523
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Occallatibacter",8,515
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",14,514
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",17,511
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",24,509
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",,,46,507
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster",29,506
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",24,503
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Extibacter",17,503
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",9,494
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005",11,489
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Kordia",2,473
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",28,471
"prevalence_filter","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",16,462
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Koribacteraceae","Candidatus Koribacter",7,456
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Neobacillus",8,447
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",7,445
"prevalence_filter","Bacteria","Chloroflexota","KD4-96",,,,23,434
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",14,417
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae",,12,406
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",3,405
"prevalence_filter","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geomonas",4,405
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",18,404
"prevalence_filter","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",,,12,393
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Ezakiella",2,392
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",11,392
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",,,42,392
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",,33,392
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium",2,391
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004",26,390
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Polyangiaceae",,8,388
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Haemophilus",16,388
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae",,34,387
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","PeM15",,,19,386
"prevalence_filter","Bacteria","Candidatus Eremiobacterota","Eremiobacteria",,,,15,380
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",22,375
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter",9,374
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae",,14,373
"prevalence_filter","Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",6,372
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Haliangiales","Haliangiaceae",,17,372
"prevalence_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella",26,370
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Microvirga",12,365
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","WD260",,,1,360
"prevalence_filter","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium",31,360
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Granulicella",8,358
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae ND3007 group",3,352
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",,18,351
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",13,349
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",24,346
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",5,345
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Edaphobacter",6,342
"prevalence_filter","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",17,340
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Kineosporiales","Kineosporiaceae",,6,336
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",20,334
"prevalence_filter","Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group",15,333
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",16,330
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae",,19,320
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",12,318
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",6,312
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",10,311
"prevalence_filter","Bacteria","Acidobacteriota","Blastocatellia","11-24",,,9,308
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",11,308
"prevalence_filter","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus",3,303
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",17,300
"prevalence_filter","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",,9,300
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","TRA3-20",,9,299
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",12,298
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella",4,297
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dokdonella",10,295
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Intestinibacter",25,294
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",,14,291
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella",3,290
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",,13,289
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",13,288
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Planktotalea",4,284
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Catenibacillus",17,284
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",13,277
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",,23,276
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","R7C24",,,2,272
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",,19,272
"prevalence_filter","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",,14,272
"prevalence_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",3,269
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella",20,269
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella",7,268
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salegentibacter",2,265
"prevalence_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter",9,265
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",,,9,265
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",12,258
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",14,256
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales",,,14,255
"prevalence_filter","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",4,252
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Clade I","Clade Ia",3,250
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",14,248
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella",1,246
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Bauldia",3,246
"prevalence_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister",5,246
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae",,6,243
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",15,242
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Kitasatospora",1,241
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales",,,2,241
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia",,,,8,241
"prevalence_filter","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",12,238
"prevalence_filter","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",,14,238
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",12,237
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Massiliomicrobiota",24,237
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",19,237
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",8,234
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Buchnera",9,234
"prevalence_filter","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",,6,234
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium",4,230
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae",,6,230
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",8,229
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Mesorhizobium",9,228
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Cohaesibacter",2,227
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Frisingicoccus",9,225
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",9,225
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",10,223
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",3,222
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",,4,221
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-008",20,221
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 13",,,3,220
"prevalence_filter","Bacteria","Chloroflexota","Ktedonobacteria","C0119",,,9,215
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Lentilitoribacter",1,213
"prevalence_filter","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1959-1",4,213
"prevalence_filter","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae",,6,213
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys",8,210
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Weissella",10,209
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria",,,,17,209
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",11,208
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Rossellomorea",1,206
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",4,204
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Competibacter",1,203
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera",8,203
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Paraglaciecola",2,199
"prevalence_filter","Bacteria","Elusimicrobiota","Lineage IIa",,,,1,198
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Oleiharenicola",2,198
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB8",3,196
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Paraconexibacter",2,194
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas",11,194
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae",,20,192
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Litoreibacter",2,191
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",,9,191
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",,15,191
"prevalence_filter","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",,,9,190
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group",17,189
"prevalence_filter","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",11,187
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae",,7,186
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",10,186
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",20,186
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",9,185
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",11,182
"prevalence_filter","Bacteria","Thermodesulfobacteriota",,,,,3,180
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Negativibacillus",6,180
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Baekduia",9,180
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium",6,179
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas",3,178
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus",4,178
"prevalence_filter","Bacteria","Actinomycetota","MB-A2-108",,,,8,176
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Sandaracinaceae",,10,176
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Desertimonas",5,173
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae",,21,172
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Bosea",7,171
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",3,171
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudorhodoplanes",1,168
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",9,168
"prevalence_filter","Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma",3,166
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Rhodanobacter",8,166
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","JG36-TzT-191",,,6,165
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",7,165
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",,,12,164
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","PLTA13",,,6,163
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",,6,163
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group",3,162
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",,9,162
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",7,160
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",4,160
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",10,160
"prevalence_filter","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales",,,10,160
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Psychrobacillus",1,159
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira",6,159
"prevalence_filter","Bacteria","Bacillota","Clostridia","Clostridiales","Caloramatoraceae","Fonticella",2,158
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermum PCC-7417",1,156
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","A21b",,6,156
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae",,5,156
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia",8,153
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group",8,152
"prevalence_filter","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",7,152
"prevalence_filter","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",,10,152
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",2,151
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella",9,151
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Luteimonas",8,151
"prevalence_filter","Bacteria","Chloroflexota","JG30-KF-CM66",,,,6,149
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",14,149
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",9,148
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Clostridium] innocuum group",14,147
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hoylesella",2,146
