"comparison","status","pattern","n_groups","taxon_label","taxon_id","Ctrl","BL15","BL30","Kingdom","Phylum","Class","Order","Family","Genus","Species","Hydrolysate","D07","D30","D90","Feed"
"diet_D07","exclusive","Ctrl",1,"Parabacteroides","ASV00068",TRUE,FALSE,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",,,,,,
"diet_D07","exclusive","Ctrl",1,"Priestia","ASV00098",TRUE,FALSE,FALSE,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",,,,,,
"diet_D07","exclusive","Ctrl",1,"Pseudomonas","ASV00059",TRUE,FALSE,FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",,,,,,
"diet_D07","exclusive","Ctrl",1,"Ruminococcus","ASV00057",TRUE,FALSE,FALSE,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",,,,,,
"diet_D07","shared_partial","Ctrl&BL30",2,"Staphylococcus","ASV00060",TRUE,FALSE,TRUE,"Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",,,,,,
"diet_D07","shared_partial","Ctrl&BL15",2,"Streptococcus","ASV00037",TRUE,TRUE,FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,,,,,
"diet_D07","exclusive","Ctrl",1,"Unclassified Enterobacteriaceae genus","ASV00206",TRUE,FALSE,FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",,,,,,,
"diet_D07","common_all","Ctrl&BL15&BL30",3,"Vibrio","ASV00001",TRUE,TRUE,TRUE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,,,,
"hydro_D07","common_all","Ctrl&Hydrolysate",2,"Acinetobacter","ASV00045",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",,TRUE,,,,
"hydro_D07","exclusive","Ctrl",1,"Anaerobutyricum","ASV00080",TRUE,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Anaerostipes","ASV00138",TRUE,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Bacteroides","ASV00019",TRUE,,,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Blautia","ASV00025",TRUE,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Brevundimonas","ASV00052",TRUE,,,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Buchnera","ASV00017",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Buchnera",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Candidatus Hamiltonella","ASV00012",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Candidatus Hamiltonella",,FALSE,,,,
"hydro_D07","exclusive","Hydrolysate",1,"Cetobacterium","ASV00007",FALSE,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,TRUE,,,,
"hydro_D07","common_all","Ctrl&Hydrolysate",2,"Cutibacterium","ASV00032",TRUE,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",,TRUE,,,,
"hydro_D07","exclusive","Ctrl",1,"Delftia","ASV00006",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Lachnospiraceae NK4A136 group","ASV00134",TRUE,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Parabacteroides","ASV00068",TRUE,,,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Priestia","ASV00098",TRUE,,,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Pseudomonas","ASV00059",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Ruminococcus","ASV00057",TRUE,,,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Staphylococcus","ASV00060",TRUE,,,"Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Streptococcus","ASV00037",TRUE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,FALSE,,,,
"hydro_D07","exclusive","Ctrl",1,"Unclassified Enterobacteriaceae genus","ASV00206",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",,,FALSE,,,,
"hydro_D07","common_all","Ctrl&Hydrolysate",2,"Vibrio","ASV00001",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,
"diet_D30","exclusive","BL15",1,"Cetobacterium","ASV00007",FALSE,TRUE,FALSE,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,,,,
"diet_D30","shared_partial","BL15&BL30",2,"Photobacterium","ASV00009",FALSE,TRUE,TRUE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,,,,,
"diet_D30","exclusive","BL30",1,"Streptococcus","ASV00037",FALSE,FALSE,TRUE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,,,,,
"diet_D30","shared_partial","BL15&BL30",2,"Unclassified Mycoplasmataceae genus","ASV00002",FALSE,TRUE,TRUE,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,,,,
"diet_D30","common_all","Ctrl&BL15&BL30",3,"Vibrio","ASV00001",TRUE,TRUE,TRUE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,,,,
"hydro_D30","exclusive","Hydrolysate",1,"Cetobacterium","ASV00007",FALSE,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,TRUE,,,,
"hydro_D30","exclusive","Hydrolysate",1,"Photobacterium","ASV00009",FALSE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,TRUE,,,,
"hydro_D30","exclusive","Hydrolysate",1,"Unclassified Mycoplasmataceae genus","ASV00002",FALSE,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,TRUE,,,,
"hydro_D30","common_all","Ctrl&Hydrolysate",2,"Vibrio","ASV00001",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,
"diet_D90","shared_partial","Ctrl&BL15",2,"Cetobacterium","ASV00007",TRUE,TRUE,FALSE,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,,,,
"diet_D90","common_all","Ctrl&BL15&BL30",3,"Unclassified Mycoplasmataceae genus","ASV00002",TRUE,TRUE,TRUE,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,,,,
"diet_D90","common_all","Ctrl&BL15&BL30",3,"Vibrio","ASV00001",TRUE,TRUE,TRUE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,,,,
"hydro_D90","common_all","Ctrl&Hydrolysate",2,"Cetobacterium","ASV00007",TRUE,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,TRUE,,,,
"hydro_D90","common_all","Ctrl&Hydrolysate",2,"Unclassified Mycoplasmataceae genus","ASV00002",TRUE,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,TRUE,,,,
"hydro_D90","common_all","Ctrl&Hydrolysate",2,"Vibrio","ASV00001",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,
"time_Ctrl","exclusive","D07",1,"Acinetobacter","ASV00045",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Anaerobutyricum","ASV00080",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Anaerostipes","ASV00138",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Bacteroides","ASV00019",,,,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Blautia","ASV00025",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Brevundimonas","ASV00052",,,,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Buchnera","ASV00017",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Buchnera",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Candidatus Hamiltonella","ASV00012",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Candidatus Hamiltonella",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D90",1,"Cetobacterium","ASV00007",,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,FALSE,FALSE,TRUE,
"time_Ctrl","exclusive","D07",1,"Cutibacterium","ASV00032",,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Delftia","ASV00006",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Lachnospiraceae NK4A136 group","ASV00134",,,,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Parabacteroides","ASV00068",,,,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Priestia","ASV00098",,,,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Pseudomonas","ASV00059",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Ruminococcus","ASV00057",,,,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Staphylococcus","ASV00060",,,,"Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Streptococcus","ASV00037",,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D07",1,"Unclassified Enterobacteriaceae genus","ASV00206",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",,,,TRUE,FALSE,FALSE,
"time_Ctrl","exclusive","D90",1,"Unclassified Mycoplasmataceae genus","ASV00002",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,FALSE,TRUE,
"time_Ctrl","common_all","D07&D30&D90",3,"Vibrio","ASV00001",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_BL15","exclusive","D07",1,"Acinetobacter","ASV00045",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",,,TRUE,FALSE,FALSE,
"time_BL15","common_all","D07&D30&D90",3,"Cetobacterium","ASV00007",,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,TRUE,TRUE,TRUE,
"time_BL15","exclusive","D07",1,"Cutibacterium","ASV00032",,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",,,TRUE,FALSE,FALSE,
"time_BL15","exclusive","D30",1,"Photobacterium","ASV00009",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,,FALSE,TRUE,FALSE,
"time_BL15","exclusive","D07",1,"Streptococcus","ASV00037",,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,,TRUE,FALSE,FALSE,
"time_BL15","shared_partial","D30&D90",2,"Unclassified Mycoplasmataceae genus","ASV00002",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,TRUE,TRUE,
"time_BL15","common_all","D07&D30&D90",3,"Vibrio","ASV00001",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"time_BL30","exclusive","D07",1,"Acinetobacter","ASV00045",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",,,TRUE,FALSE,FALSE,
"time_BL30","exclusive","D07",1,"Cetobacterium","ASV00007",,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,TRUE,FALSE,FALSE,
"time_BL30","exclusive","D07",1,"Cutibacterium","ASV00032",,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",,,TRUE,FALSE,FALSE,
"time_BL30","exclusive","D30",1,"Photobacterium","ASV00009",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,,FALSE,TRUE,FALSE,
"time_BL30","exclusive","D07",1,"Staphylococcus","ASV00060",,,,"Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",,,TRUE,FALSE,FALSE,
"time_BL30","exclusive","D30",1,"Streptococcus","ASV00037",,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,,FALSE,TRUE,FALSE,
"time_BL30","shared_partial","D30&D90",2,"Unclassified Mycoplasmataceae genus","ASV00002",,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,FALSE,TRUE,TRUE,
"time_BL30","common_all","D07&D30&D90",3,"Vibrio","ASV00001",,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,TRUE,TRUE,TRUE,
"ctrl_hydro_feed_global","exclusive","Feed",1,"Bacillus","ASV00033",FALSE,,,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Hydrolysate",1,"Cetobacterium","ASV00007",FALSE,,,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Chloroplast","ASV00022",FALSE,,,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Ctrl",1,"Cutibacterium","ASV00032",TRUE,,,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",,FALSE,,,,FALSE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Escherichia-Shigella","ASV00036",FALSE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"HT002","ASV00181",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Lactiplantibacillus","ASV00061",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Lactobacillus","ASV00131",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Lactococcus","ASV00029",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Latilactobacillus","ASV00094",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Ligilactobacillus","ASV00034",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Limosilactobacillus","ASV00024",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Mitochondria","ASV00018",FALSE,,,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",,,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Pantoea","ASV00146",FALSE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Pediococcus","ASV00035",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Streptococcus","ASV00037",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,FALSE,,,,TRUE
"ctrl_hydro_feed_global","exclusive","Hydrolysate",1,"Unclassified Mycoplasmataceae genus","ASV00002",FALSE,,,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,TRUE,,,,FALSE
"ctrl_hydro_feed_global","shared_partial","Ctrl&Hydrolysate",2,"Vibrio","ASV00001",TRUE,,,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,TRUE,,,,FALSE
"ctrl_hydro_feed_global","exclusive","Feed",1,"Weissella","ASV00055",FALSE,,,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Weissella",,FALSE,,,,TRUE
